종목명,ASVI_수요예측일,ASVI_공모청약일,ASVI_청약일_상장전일_기간,감성점수(평균),기관청약경쟁률,의무보유확약률(%),환율,cd유통수익률,소비자물가지수,생산자물가지수,산업생산지수,경기선행종합지수,소비자심리지수,유통가능물량(백만원),시초가 수익률,밴드수익률
유바이오로직스,0.5927168583575888,0.7969085311197035,0.0184215545088397,0.6111111111111112,31.09,0.0,1185.1,1.5,97.366,98.37,92.7,89.7,93.3,19200.0,-0.07,-0.0625
호전실업,1.0789654087940477,1.5293955124529184,-0.0370283154710541,0.625,40.43,2.5,1144.92,1.49,97.632,98.75,91.8,90.1,94.5,41616.75,-0.02,-0.2307692307692307
피씨엘,0.3891515815052511,1.171462536703891,0.1569996343381638,0.8,6.61,0.46,1144.92,1.49,97.632,98.75,91.8,90.1,94.5,12000.0,-0.03,-0.3191489361702128
모바일어플라이언스,0.9421225180764684,1.336284179569648,0.3026989546775849,0.9,471.31,19.13,1144.92,1.49,97.632,98.75,91.8,90.1,94.5,13182.0,0.69,0.0769230769230768
신신제약,0.8605272077050166,0.6728831584258956,0.0977102160896123,0.4090909090909091,40.88,0.06,1144.92,1.49,97.632,98.75,91.8,90.1,94.5,14625.0,0.37,-0.2857142857142857
에스디생명공학,1.0647991509008223,1.144393591504214,0.3400531723767447,0.5625,26.66,0.0,1134.77,1.48,97.565,98.71,102.0,90.5,97.0,57600.0,0.27,-0.2727272727272727
덴티움,0.596034626009275,0.6718697358997927,-0.098336554313739,0.5882352941176471,22.96,0.4,1134.77,1.48,97.565,98.71,102.0,90.5,97.0,81466.59,0.19,-0.3263157894736842
아스타,0.9372340194760184,1.4414464595455243,0.0581163152979516,0.5,18.4,0.0,1134.77,1.48,97.565,98.71,102.0,90.5,97.0,14000.0,0.21,-0.4838709677419355
코미코,-0.0563847662109093,0.1065343393641207,0.1198206980114757,0.8,580.68,30.91,1134.77,1.48,97.565,98.71,102.0,90.5,97.0,32500.0,1.23,0.0833333333333332
서진시스템,1.214895743008794,1.7731024979451795,0.3234914776781544,0.6428571428571429,588.93,36.65,1134.77,1.48,97.565,98.71,102.0,90.5,97.0,35750.0,0.6,0.0869565217391303
이엘피,0.7274677510462304,1.1794878186865194,0.1273618527315413,1.0,527.12,11.26,1132.73,1.43,97.442,98.5,97.1,91.0,101.8,16000.0,0.1,0.0810810810810811
와이엠티,1.2599703040522203,0.5475917053271928,0.0331439511690117,0.6666666666666666,706.16,42.75,1132.73,1.43,97.442,98.5,97.1,91.0,101.8,11815.17,0.67,0.1999999999999999
넷마블게임즈,0.139143604470731,0.7975575921540585,0.0794815345625525,0.75,240.74,47.1,1125.28,1.39,97.546,98.23,98.1,91.2,109.0,2661717.08,0.05,0.1294964028776979
ING생명보험,-0.153025177363248,0.4318773180450916,-0.3995726167532076,0.4166666666666667,3.97,0.13,1125.28,1.39,97.546,98.23,98.1,91.2,109.0,1105500.0,-0.05,-0.0769230769230768
삼양옵틱스,0.4567584551272947,1.3574523572931736,0.1911209217058408,0.5,33.2,8.7,1130.04,1.38,97.338,97.85,101.3,91.6,112.3,66800.0,0.0,-0.1045576407506702
필옵틱스,0.913039536444475,1.4428560353972544,0.029602625529297,0.6153846153846154,647.18,13.25,1130.04,1.38,97.338,97.85,101.3,91.6,112.3,55680.0,0.0,0.0786516853932584
보라티알,1.0116010866784948,1.1656231435055355,0.3185615951406327,1.0,557.61,13.3,1130.04,1.38,97.338,97.85,101.3,91.6,112.3,24134.11,0.32,0.0671641791044777
제일홀딩스,0.1839549461644614,1.5420113002244116,0.0678376946023689,0.75,113.98,2.88,1130.04,1.38,97.338,97.85,101.3,91.6,112.3,421886.7,-0.1,-0.0460829493087557
브이원텍,1.07476110314896,0.9578398135749092,0.1633063152668274,0.7,557.47,8.3,1134.4,1.39,97.499,97.92,97.3,91.9,112.5,32373.3,0.14,0.0759878419452888
아우딘퓨쳐스,0.5094062981519603,0.8955157833178884,-0.0907978728563338,0.5,182.60,0.0,1134.4,1.39,97.499,97.92,97.3,91.9,112.5,26000.0,-0.1,-0.0714285714285714
힘스,1.0509612015721408,0.9252661406183592,0.2441199608748684,0.375,729.64,27.48,1134.4,1.39,97.499,97.92,97.3,91.9,112.5,16000.0,0.62,0.1661807580174927
이즈미디어,1.053966988305183,1.0238888880721837,0.1759324628475887,0.6666666666666666,129.22,1.38,1134.4,1.39,97.499,97.92,97.3,91.9,112.5,11400.0,0.12,-0.1428571428571429
셀트리온헬스케어,0.6803786463571333,1.380959417273464,0.0670633265932346,0.7368421052631579,38.06,12.5,1134.4,1.39,97.499,97.92,97.3,91.9,112.5,1008764.0,0.06,0.1156462585034012
디앤씨미디어,0.9817688943363954,1.1784790493212305,0.3445274455305263,0.8333333333333334,539.1,33.5,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,20140.0,0.62,0.0810810810810811
데이타솔루션,1.0669166933259668,1.1179922223118393,0.1759840941606469,0.6,395.83,23.09,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,15180.0,1.0,0.1
지니언스,0.7360986282571136,1.1409671762187936,0.3045558342594657,0.75,620.04,14.5,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,11205.0,0.49,0.0588235294117647
모트렉스,0.751987726037425,1.1154652554931448,0.2188326167295534,0.6428571428571429,357.12,11.24,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,68940.0,-0.01,0.1021582733812949
알에스오토메이션,1.1513117291105406,1.254246969079745,0.2994460769798513,0.75,656.89,61.0,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,14628.0,0.99,0.0666666666666666
컬러레이,1.3116331848689184,1.007246057834268,0.0086270627706539,0.6666666666666666,60.49,0.0,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,53200.0,-0.04,-0.2083333333333333
이더블유케이,1.179151256958579,1.2232660613731705,0.0752890586414456,0.75,588.13,25.95,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,11100.0,1.0,0.0869565217391303
덕우전자,0.9298228797821144,1.1622790299162178,0.1743729744429316,0.5833333333333334,282.69,11.35,1130.79,1.39,98.058,98.37,96.3,92.3,111.1,38750.0,0.09,0.0689655172413792
케이피에스,1.682386912080268,0.8606907122554976,-0.0438329945818705,1.0,75.3,0.0,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,15109.75,-0.04,-0.2222222222222222
펄어비스,0.6061773210988228,0.2877901449580706,-0.0390186162687185,0.9090909090909092,62.40,6.22,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,185400.0,-0.1,0.1256830601092895
앱클론,1.106216981183104,1.4115484844151769,0.3087815951514716,0.6666666666666666,564.87,21.72,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,6807.41,1.0,0.1111111111111111
샘코,0.5593018372231047,1.0404214496291813,0.1364192050130569,0.375,19.26,0.96,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,16500.0,0.09,-0.3125
엠플러스,1.06661854069315,1.0111734155679644,0.2840219815050615,0.625,596.2,27.2,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,22500.0,0.57,0.1999999999999999
선익시스템,1.009865006733666,0.4475331368416499,-0.0284647944119505,0.875,7.87,0.0,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,69375.0,-0.1,-0.0864197530864198
신흥에스이씨,1.464766303092051,1.0228793624676138,0.0371015748726232,1.0,482.4,33.1,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,33600.0,0.84,0.28
유티아이,0.8325028154891543,0.7802523437655462,-0.1659094380156154,0.875,5.05,0.4,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,28000.0,-0.1,-0.180327868852459
에스엔피월드,1.6625481195663032,1.8634840684881264,0.1484704376287064,0.1666666666666666,534.27,4.97,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,10200.0,0.0,0.0851063829787233
야스,0.8206056223647566,0.4866659987167026,-0.3039990429020848,0.5434782608695652,28.90,7.15,1131.59,1.38,98.172,99.03,102.2,92.5,108.8,54050.0,-0.1,-0.06
상신전자,1.1075124835673424,1.1195425054544383,0.1100833715319197,0.3,601.54,0.0,1131.57,1.38,98.077,99.14,94.9,92.9,110.3,9310.0,0.0,0.0682730923694778
영화테크,2.285778616344537,1.237293388999802,0.5851942176866686,0.6428571428571429,61.83,0.0,1131.57,1.38,98.077,99.14,94.9,92.9,110.3,8800.0,1.0,-0.1071428571428571
티슈진,1.5685467203080543,1.0202651253100763,0.3399644584027345,0.7272727272727273,299.49,22.45,1105.04,1.45,97.347,99.04,101.0,93.1,113.6,202500.0,0.93,0.2558139534883721
테이팩스,1.619739037308297,1.000388629895686,0.2488188991048331,0.5,16.81,0.0,1131.57,1.38,98.077,99.14,94.9,92.9,110.3,38180.0,0.16,-0.0612244897959183
비디아이,1.0938526835803644,0.9961073713530312,0.4511004692907902,1.0,53.95,0.0,1105.04,1.45,97.347,99.04,101.0,93.1,113.6,13500.0,0.76,-0.0697674418604651
스튜디오드래곤,1.097053604048364,1.0719952850041323,0.3348229840167054,0.8571428571428571,536.68,27.2,1105.04,1.45,97.347,99.04,101.0,93.1,113.6,210000.0,0.58,0.062215477996965
삼양패키징,0.3226607977613716,1.00400985926002,0.1519266612136643,0.5,16.73,0.36,1105.04,1.45,97.347,99.04,101.0,93.1,113.6,119481.7,-0.01,-0.0714285714285714
비즈니스온커뮤니케이션,0.9023577482620606,1.269201874949041,0.3744684662245683,0.8333333333333334,513.97,14.9,1105.04,1.45,97.347,99.04,101.0,93.1,113.6,17082.0,0.88,0.0526315789473683
체리부로,0.5172565915156389,1.465472642517498,0.0079818253210749,0.6,265.38,0.4,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,28913.92,0.07,0.0444444444444445
에스트래픽,1.5479675307263547,1.8397845311628616,0.2027574822860809,0.8333333333333334,605.02,13.4,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,21300.0,1.0,0.1111111111111111
대원,0.2863280562123087,0.7365649369903391,0.2274425187334235,0.8333333333333334,247.25,0.2,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,30000.0,0.07,0.0714285714285714
씨티케이코스메틱스,0.7772676493452408,1.5592860567399054,0.1195516456883617,0.5,188.65,6.6,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,110000.0,-0.1,0.0891089108910891
메카로,0.97896195405897,1.4414650576617896,0.2275691978026842,0.875,719.26,42.07,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,66000.0,0.3,0.1999999999999999
동양피스톤,0.0522995387365563,0.9246958309630986,-0.1068364987413145,0.6666666666666666,62.80,0.0,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,18810.0,-0.1,-0.123076923076923
진에어,-0.0754855472942326,0.3012706840768047,-0.027181239002469,0.6428571428571429,274.55,7.3,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,381600.0,0.0,0.0853242320819112
디바이스이엔지,0.9576090735125966,0.7098362719434737,-0.1513429955059102,0.7857142857142857,11.40,0.0,1085.78,1.66,97.698,99.09,107.7,93.2,112.1,21000.0,-0.1,-0.2727272727272727
씨앤지하이테크,0.8331042019617798,1.349525690228124,0.0844839583681977,0.3,249.23,0.0,1066.7,1.66,98.106,99.5,97.2,93.5,111.3,20608.0,0.16,-0.1111111111111111
에스지이,1.330864763043326,0.6250581574208742,-0.0081685993551164,0.8,17.03,0.0,1066.7,1.66,98.106,99.5,97.2,93.5,111.3,18795.18,-0.1,-0.1111111111111111
배럴,0.1580355295695312,0.2556701650297563,0.1756873127503432,0.6666666666666666,298.48,9.06,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,16245.0,0.09,0.0857142857142856
카페24,0.2212588285205523,0.4310090724557204,-0.1628939829706442,0.7692307692307693,672.71,42.9,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,51300.0,0.48,0.1399999999999999
아시아종묘,0.5924143662134087,0.9782424682927426,0.0785716430348138,0.5,239.52,4.39,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,4500.0,0.0,-0.0425531914893616
알리코제약,0.4508337511126994,0.957103611852614,0.2306395775563205,0.5,389.27,9.38,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,28200.0,0.51,0.0434782608695651
동구바이오제약,1.0727954302302145,0.5845613318852338,0.2583868646413296,0.6904761904761905,727.70,53.41,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,33105.92,1.0,0.2075471698113207
오스테오닉,0.5781016662761358,0.5246881832488794,0.0883439233575613,0.7142857142857143,442,1.7,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,9240.0,1.0,0.1578947368421053
엔지켐생명과학,0.0381447590256858,0.5091531418010287,-0.1296423294115626,0.6710526315789473,258.68,13.25,1079.58,1.65,98.855,99.92,91.3,93.7,109.6,43120.0,0.55,-0.026086956521739
에코마이스터,0.8871938081267219,0.8129641332239137,0.0826853916646403,0.5625,15.54,0.0,1071.89,1.65,98.751,99.88,101.9,94.0,109.5,6968.0,0.35,-0.2827586206896552
린드먼아시아인베스트먼트,0.8120991992107869,1.5009145039993443,0.6251421906788238,0.6428571428571429,640.8,27.4,1071.89,1.65,98.751,99.88,101.9,94.0,109.5,22087.38,1.0,0.2380952380952381
애경산업,1.0962869443779724,1.1470228473968045,0.0714597005501436,0.5961538461538461,24.30,8.51,1071.89,1.65,98.751,99.88,101.9,94.0,109.5,197880.0,-0.04,-0.0791139240506328
케어랩스,0.7677740719443498,1.0125928159529134,0.1343683476270878,0.8333333333333334,934.42,40.19,1071.89,1.65,98.751,99.88,101.9,94.0,109.5,26000.0,1.0,0.2121212121212121
제이티씨,1.2172181377426288,0.9523374275545068,0.1749049475854973,1.0,478.0,24.17,1067.76,1.65,98.931,100.01,99.7,94.0,108.5,89542.4,0.65,0.2318840579710144
제노레이,1.385492898869479,0.8810604400163573,-0.2002896999348129,0.7,907.12,32.59,1076.39,1.65,98.979,100.3,100.2,94.2,109.4,13844.67,1.0,0.2105263157894736
세종메디칼,0.9119144467940106,1.0844278652818216,0.1311039934851735,0.3333333333333333,836.68,39.75,1076.39,1.65,98.979,100.3,100.2,94.2,109.4,30450.0,0.54,0.2244897959183673
현대사료,1.044352822720131,1.260860313687346,0.7267556453968779,0.4230769230769231,839.16,31.92,1092.8,1.65,98.779,100.33,102.6,94.4,106.8,10072.79,1.0,0.0731707317073171
파워넷,1.4496512872825025,1.5904289823852058,0.3086929389565388,0.5454545454545454,590.60,7.66,1092.8,1.65,98.779,100.33,102.6,94.4,106.8,23209.86,0.55,0.0833333333333332
이리츠코크렙기업,0.0,1.165751615288209,-0.1634874371679226,0.5,6.29,0.0,1092.8,1.65,98.779,100.33,102.6,94.4,106.8,79107.35,0.0,0.0
이원다이애그노믹스,0.8996584434229571,1.0157964757614502,0.2008990285211346,0.5,749.79,27.87,1092.8,1.65,98.779,100.33,102.6,94.4,106.8,46800.0,0.38,0.25
에스브이인베스트먼트,1.3050316594801834,1.4988439899701955,0.1216431395839794,0.5,786.73,4.7,1122.8,1.65,98.59,100.8,100.0,94.6,102.1,27300.0,0.29,0.1764705882352941
아이큐어,0.7157215768503691,0.923040599026912,-0.0141252049184706,0.625,642.1,5.08,1122.8,1.65,98.59,100.8,100.0,94.6,102.1,78000.0,-0.1,0.3131313131313131
올릭스,0.6598858237652827,0.92156869409022,0.230988976194384,0.6166666666666667,876.72,74.03,1122.8,1.65,98.59,100.8,100.0,94.6,102.1,43200.0,1.0,0.2857142857142858
엠코르셋,0.8170400306776378,1.2993928901697078,0.4212009118153086,0.8,766.05,16.4,1122.8,1.65,98.59,100.8,100.0,94.6,102.1,28962.75,-0.04,0.0648148148148148
롯데정보통신,0.3833552397143354,1.2912202091679474,0.0075317619692183,0.4722222222222222,79.33,25.9,1122.8,1.65,98.59,100.8,100.0,94.6,102.1,127722.8,0.03,-0.040257648953301
한국유니온제약,1.1595413318160164,1.0319210238468624,0.2476320687513721,0.5,918.99,9.4,1122.8,1.65,98.59,100.8,100.0,94.6,102.1,27000.0,0.28,0.2203389830508475
티웨이항공,0.2623447712265676,0.1327429072229122,-0.0977270495465206,0.4827586206896552,23.03,0.0,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,192000.0,-0.03,-0.2332268370607029
휴네시온,0.4728405294748334,1.0482209784459986,0.2472024692772225,0.8333333333333334,751.89,8.9,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,6952.65,2.0,0.0
디아이티,0.8951738950003998,1.0241400364438586,-0.0657847275300216,1.0,105.14,6.8,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,37575.0,0.05,0.0695187165775401
에스에스알,0.8984583475201142,1.1141262672761831,0.5989401306570838,0.5625,928.44,41.62,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,12780.0,1.0,0.2765957446808511
바이오솔루션,1.118078787461804,0.5885143195785814,-0.1203215068866936,0.72,174.79,5.04,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,43500.0,-0.03,0.0943396226415094
오파스넷,1.3719432329464394,0.6247234043103074,0.0992529620069498,1.0,861.66,14.22,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,11088.0,0.64,0.2087912087912087
에이피티씨,1.059743608625059,0.8969144339281665,0.0541948821850904,0.717391304347826,20.99,8.7,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,20700.0,0.03,-0.2653061224489795
액트로,1.0672196454776173,1.0152484558870531,0.1404944662311087,0.6111111111111112,132.07,1.86,1121.15,1.65,99.462,101.25,98.6,94.5,100.1,24000.0,0.03,-0.0909090909090909
디지캡,1.0538863723764935,1.000420338893086,-0.0440636919944849,0.625,979.06,4.18,1120.6,1.65,100.221,101.54,97.8,94.6,101.0,7013.35,0.1,0.263157894736842
명성티엔에스,0.4381864795152559,1.7606158721658027,0.2709074225799635,0.6875,745.56,11.73,1120.6,1.65,100.221,101.54,97.8,94.6,101.0,32000.0,0.1,0.1494252873563217
우진아이엔에스,1.289130808962558,0.9356671225220824,-0.0355813225557668,0.5714285714285714,129.06,0.77,1120.6,1.65,100.221,101.54,97.8,94.6,101.0,31500.0,0.01,-0.0625
지티지웰니스,0.6202084774491987,1.075439317953666,0.5414852083536688,0.5833333333333334,946.89,4.22,1120.6,1.65,100.221,101.54,97.8,94.6,101.0,8800.0,0.39,0.1702127659574468
하나제약,0.7192811025682069,1.1181355329953455,0.3239997703534151,0.7272727272727273,101.50,0.1,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,106117.96,0.16,-0.0095238095238094
나우아이비캐피탈,0.0,1.0185697502253568,0.2272455080271769,1.0,63.17,0.0,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,21250.0,0.09,-0.1707317073170732
크리스에프앤씨,1.1165501646941585,0.7361167920595371,0.1416082622048798,0.625,7.89,0.0,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,105480.0,-0.1,-0.1689750692520776
푸드나무,1.7088552902405474,1.0507970281342622,0.3325756278885489,0.6875,791.08,16.5,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,37339.44,0.81,0.1594202898550725
에스퓨얼셀,1.2258255116007883,1.6565690909814808,0.2634040723837539,0.875,942.85,40.5,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,31185.0,1.0,0.3414634146341464
옵티팜,0.6999167424265149,1.275520916932615,-0.0200660052631565,0.8333333333333334,94.57,11.6,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,29458.9,-0.1,-0.0909090909090909
로보티즈,0.8064408584797138,0.8310510901475969,-0.0675586572701506,0.5,958.60,39.8,1130.81,1.68,100.041,101.19,102.2,94.7,100.2,23800.0,1.0,0.3658536585365854
노바텍,1.3862945611199105,1.080438691693375,0.275193089638733,0.4166666666666667,66.32,0.03,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,14500.0,0.41,-0.3103448275862068
엘앤씨바이오,0.886050928058097,0.752116385834741,0.1815013271881886,0.5,937.08,17.27,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,24000.0,0.24,0.263157894736842
대보마그네틱,2.211460022190403,0.4472555401627067,0.1466536500084153,0.375,995.40,45.41,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,25420.0,0.94,0.2916666666666667
셀리버리,0.9701665945970316,0.6358290072599964,0.2349786096015435,0.4642857142857143,698.98,16.8,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,28500.0,0.28,0.1111111111111111
노바렉스,0.5547358019595166,1.1612973285637689,0.2005359793089555,0.5,48.64,18.99,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,18240.0,0.34,-0.1162790697674418
디케이앤디,1.421696486369024,1.885806227485608,0.1774030012278435,0.7857142857142857,256.3,0.0,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,10800.0,0.26,-0.032258064516129
파멥신,1.1346653600999548,0.1294375795749962,-0.1536655417172475,0.5625,764.16,18.81,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,48000.0,-0.03,0.2244897959183673
디알젬,0.7533158500884243,0.8577474510164618,0.0260173581653915,0.6666666666666666,785.43,1.05,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,9750.0,0.3,0.0833333333333332
싸이토젠,1.427713408840941,0.7261535031248969,-0.0292759330161235,0.5294117647058824,608.85,0.7,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,20400.0,0.05,0.1333333333333333
아주IB투자,0.9258519197032916,0.3355954781840093,-0.181900357725853,0.5,40.55,0.0,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,36600.0,-0.1,-0.3181818181818182
아시아나IDT,0.5178678972718194,0.9321212509476662,0.0804187865491473,0.3666666666666666,7.04,0.0,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,49500.0,-0.05,-0.3087557603686636
티앤알바이오팹,1.0891208749825063,1.2194428508196786,0.0200150538325793,0.5,101.9,1.0,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,21600.0,-0.1,-0.1219512195121951
남화산업,1.4672012087214767,0.8147862536820822,-0.0201352089803627,0.6111111111111112,822.09,6.14,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,11425.6,0.52,0.0882352941176469
티로보틱스,1.1788092457374724,0.9825553934638722,-0.0707766697994395,0.7777777777777778,56.9 ,0.0,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,12800.0,-0.1,-0.0588235294117647
네오펙트,1.1012755820876086,0.6820514663048955,0.047086611378785,0.6,338.01,0.89,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,19800.0,-0.1,-0.0222222222222222
엠아이텍,0.7672552911752146,1.0407091687655423,0.0227869967113781,0.8,472.57,0.42,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,31500.0,-0.1,0.0714285714285714
에코캡,1.005411605014353,0.355123362549639,0.0844466534964921,0.5,20.66,0.0,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,16800.0,-0.02,-0.1063829787234043
베스파,0.3024621618343772,0.4946961755689711,-0.0322296007512971,0.8,24.81,0.0,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,56000.0,-0.05,-0.3301435406698564
윙입푸드,0.6678293980884793,0.7299081613367804,-0.0399624363430574,0.2142857142857142,131.15,0.0,1128.58,1.71,99.33,100.49,101.3,94.7,96.6,20400.0,-0.1,-0.1999999999999999
대유에이피,1.3387009127292293,0.7478401822503402,0.1839639468128493,0.7,299.23,0.0,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,8400.0,1.0,0.0169491525423728
이노메트리,1.561181223870812,0.8609772480380964,0.3287303806394781,0.6666666666666666,765.22,11.39,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,31363.2,0.54,0.1304347826086955
전진바이오팜,0.780001115398786,0.8028032422129447,0.0410265299293212,0.6363636363636364,14.69,27.2,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,5000.0,0.16,-0.375
머큐리,0.0850080817429148,0.2952778333876926,0.0791932814914717,0.5625,749.57,13.35,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,31232.0,0.58,0.0796460176991149
에이비엘바이오,0.1665138589307746,0.3582514667531065,-0.0612336274342522,0.5952380952380952,60.08,10.99,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,90000.0,-0.1,0.0
위지윅스튜디오,0.5067188341660991,0.7991654680577991,0.1467713574630124,0.8333333333333334,177.33,1.13,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,24194.66,0.02,0.0
디케이티,1.0013490978543411,0.8920383381170964,0.1837170830823363,0.5833333333333334,771.42,3.5,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,14943.56,0.74,0.1044776119402985
유틸렉스,0.9548018568446892,1.3680083735365909,0.2312236451929643,0.5333333333333333,597.20,18.63,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,36350.0,0.2,0.1363636363636364
비피도,0.6198159599996496,0.8376768688299476,0.2401446358469939,0.3529411764705882,74.62,0.0,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,7380.02,1.0,-0.2913385826771654
에어부산,-0.0266327316950025,0.3191378424441371,-0.0194699485280942,0.5172413793103449,23.89,0.4,1122.9,1.91,98.988,100.0,108.2,94.7,97.8,18745.2,0.12,-0.0526315789473684
웹케시,0.7358117048294126,0.6648891268376969,-0.0727435369185443,0.8333333333333334,614.0,6.8,1122.0,1.87,98.884,99.89,98.3,94.9,98.5,25220.0,0.22,0.04
이노테라피,0.8577515772511859,0.7347192479812255,0.0444173896299115,0.5625,154.44,2.83,1122.45,1.87,99.311,99.99,89.6,95.0,100.6,9000.0,0.23,-0.2070484581497798
천보,1.1363795785528867,0.7863879929826498,0.1792423757667455,0.6,891.1,15.8,1122.45,1.87,99.311,99.99,89.6,95.0,100.6,100000.0,0.31,0.0666666666666666
셀리드,0.7934699624893238,1.40714350282339,0.1589070560139376,0.6666666666666666,778.77,10.49,1122.45,1.87,99.311,99.99,89.6,95.0,100.6,39600.0,0.33,0.1785714285714286
에코프로비엠,0.8953745091692924,0.8775131547023891,-0.0504261870960304,0.8888888888888888,988.49,45.04,1130.72,1.9,99.121,100.34,101.4,95.4,100.8,144000.0,0.27,0.1940298507462685
드림텍,0.8617163760604476,0.8328854532152334,0.1002760489795914,0.625,395.96,0.8,1130.72,1.9,99.121,100.34,101.4,95.4,100.8,59092.1,0.33,0.0833333333333332
이지케어텍,0.7642628034903751,0.8550360732784621,0.3207582853197873,0.8125,1108.03,40.25,1130.72,1.9,99.121,100.34,101.4,95.4,100.8,15990.0,1.0,0.0982142857142858
지노믹트리,0.6875043481258807,0.676702931405949,0.0258180115808224,1.0,372.0,22.8,1130.72,1.9,99.121,100.34,101.4,95.4,100.8,108000.0,0.09,0.2857142857142858
현대오토에버,0.8620302003421432,1.4117777016851225,0.0375208229258672,0.7916666666666666,797.36,57.79,1130.72,1.9,99.121,100.34,101.4,95.4,100.8,168480.0,0.57,0.1428571428571428
아모그린텍,1.0419653556121582,0.9792817842926268,0.1196320496050022,0.5454545454545454,164.22,3.05,1130.72,1.9,99.121,100.34,101.4,95.4,100.8,40867.2,0.04,0.0588235294117647
에스앤케이,0.7144571333005558,1.5722016188626653,0.0613269196169175,0.5625,317.30,11.59,1183.29,1.84,99.652,100.74,102.1,95.7,98.9,169680.0,-0.1,0.1348314606741574
컴퍼니케이파트너스,1.0494222044773505,1.3641206255554,0.2841933869068317,0.7222222222222222,865.66,27.8,1183.29,1.84,99.652,100.74,102.1,95.7,98.9,18000.0,0.82,0.1842105263157893
수젠텍,0.7028092079765429,0.4159539948314008,-0.3142447140574922,0.7222222222222222,75.21,3.15,1183.29,1.84,99.652,100.74,102.1,95.7,98.9,18000.0,-0.07,-0.0769230769230768
마이크로디지탈,0.9641623867524268,1.1039457362477552,0.5351936413163362,0.5,621.48,2.29,1175.62,1.8,99.491,100.46,102.0,95.7,98.6,16100.0,0.78,0.069767441860465
